timestamp,cpu,ram,sensorA
1769277866404,8.42023,64.5261,56.606
1769277866909,98.2177,14.8433,23.3619
1769277867410,58.9194,6.41161,9.15206
timestamp,cpu,ram,sensorA
1769277897801,87.9031,0.313985,63.1058
1769277898311,8.21415,65.0067,64.3913
1769277898822,49.0568,28.8587,69.0124
1769277899336,74.0985,30.5409,6.28577
1769277899849,34.2929,37.4473,29.315
1769277900363,78.9565,77.7663,97.5508
1769277900873,84.3925,7.3047,0.211138
1769277901382,12.2096,65.0599,77.8023
1769277901894,95.6619,18.7302,36.4553
1769277902407,72.2132,60.7841,90.8273
1769277902919,10.4876,3.87387,88.6132
1769277903430,55.2261,74.8567,4.73197
1769277903942,62.7765,95.6499,60.315
1769277904450,88.0517,43.9637,90.7599
1769277904962,61.6453,42.2717,3.15695
1769277905474,96.2112,73.0337,92.2387
1769277905985,48.9179,1.49956,15.4628
1769277906496,81.8898,57.3493,15.1075
1769277907009,95.0104,99.2644,19.392
1769277907513,42.1101,10.3074,0.860894
1769277908017,86.5578,89.0846,36.4074
1769277908529,94.6555,20.2988,45.3248
1769277909042,19.7154,69.6257,0.552213
1769277909553,57.2937,79.6473,22.0578
1769277910066,27.0936,0.958604,92.494
1769277910576,51.4853,8.13532,95.6108
1769277911086,45.628,33.671,21.9397
1769277911598,98.3776,32.0023,45.8208
1769277912109,57.0474,24.7809,85.5342
1769277912621,85.8162,40.6488,10.4175
1769277913133,66.5174,76.8862,9.20858
1769277913644,53.4598,50.751,99.8142
1769277914154,45.6877,61.1327,47.3135
1769277914664,46.1464,60.4236,43.3304
1769277915176,69.6731,43.7387,69.6542
1769277915684,0.200462,54.089,72.927
1769277916198,40.0959,43.1448,18.2602
1769277916707,32.8197,96.4445,50.4883
1769277917211,11.5253,27.3557,62.1239
1769277917714,49.9232,40.7298,74.5075
1769277918221,30.6149,86.2856,37.58
1769277918721,37.2423,68.7238,88.9606
1769277919222,54.3894,47.5976,82.1491
1769277919729,22.5683,20.2298,95.1236
1769277920234,19.0301,15.2931,38.4713
1769277920740,86.7596,50.5388,34.1287
1769277921248,92.3113,55.8153,62.9704
1769277921753,86.7572,25.9048,24.3699
1769277922265,82.8411,93.3872,1.66174
1769277922772,41.867,75.6221,77.7044
1769277923281,9.81891,67.4455,14.2573
1769277923787,84.3216,27.7257,85.3535
1769277924301,79.0851,13.4101,77.886
1769277924804,48.7788,43.6308,55.3736
1769277925317,96.3118,13.145,94.5827
1769277925833,57.3011,1.10071,77.1403
1769277926338,25.5067,66.0786,80.1435
1769277926851,56.4228,25.987,50.1769
1769277927366,39.677,39.1021,72.8559
1769277927871,39.1548,42.472,78.9565
1769277928380,55.4175,85.5972,72.6902
1769277928881,87.0078,33.1234,64.8795
1769277929387,61.6168,73.349,12.7062
1769277929901,19.7216,86.8913,55.0897
1769277930402,96.4146,64.2891,77.9475
1769277930908,31.3411,0.13783,14.2016
1769277931418,61.0339,89.6962,61.6449
1769277931928,1.24869,65.0668,5.95929
1769277932437,12.9852,61.2606,23.5837
1769277932950,23.799,75.9844,18.7919
1769277933454,19.5802,98.8108,92.2281
1769277933962,54.859,59.1745,92.1398
1769277934464,47.2985,39.6473,41.441
1769277934977,69.9455,12.3711,93.71
1769277935478,58.6013,64.7038,36.6961
1769277935983,10.3017,49.1842,74.3924
1769277936496,23.7853,38.0878,2.8302
1769277937010,21.0377,82.81,69.1711
1769277937519,11.0767,42.9762,24.2808
1769277938033,48.5309,54.1541,81.9637
1769277938540,60.4764,84.6042,19.7709
1769277939061,54.1389,60.2398,25.5392
1769277939570,78.6912,68.2881,5.45156
1769277940082,36.9499,21.0841,19.8051
1769277940586,99.9437,9.04943,70.2909
1769277941092,58.4321,21.2456,95.2299
1769277941600,18.337,75.1053,13.7959
1769277942106,61.586,71.8766,54.3454
1769277942619,56.921,71.3184,67.6451
1769277943122,4.69594,31.4263,0.971216
1769277943637,10.6506,93.929,45.317
1769277944150,41.4941,66.4779,56.7815
1769277944651,50.3282,91.1269,31.4527
1769277945165,11.3192,28.1016,91.2634
1769277945678,84.7551,71.9787,48.1485
1769277946182,38.3353,77.6131,41.1429
1769277946683,43.6802,34.854,98.023
1769277947186,20.919,63.751,36.8839
1769277947701,96.7543,99.9391,56.4701
1769277948216,84.3266,46.4319,66.2457
1769277948727,7.72446,5.30957,20.856
1769277949231,73.6274,35.481,11.0146
1769277949735,62.6347,48.2582,69.7363
1769277950241,61.8954,62.7215,96.653
1769277950743,77.7587,70.0819,31.772
1769277951244,76.2672,84.3742,10.7423
1769277951760,23.4863,84.4666,54.2918
1769277952275,37.578,22.8695,15.9626
1769277952785,83.5295,71.5111,28.309
1769277953291,32.8129,48.2344,45.8716
1769277953797,88.5355,53.1941,65.697
1769277954300,65.4594,49.8805,51.4364
1769277954811,78.3217,38.8018,55.4267
1769277955317,31.4561,83.472,2.93737
1769277955832,49.5483,81.3988,4.63382
1769277956334,5.31809,39.2976,19.058
1769277956851,95.4994,2.1251,64.9271
1769277957362,57.567,76.1308,99.5816
1769277957872,14.4036,14.081,24.8889
1769277958379,48.1424,27.0997,35.4398
1769277958893,48.9969,64.2934,31.2254
1769277959402,19.5684,62.0895,35.3103
1769277959916,65.8683,65.5911,17.4769
1769277960424,96.8675,61.0215,41.7107
1769277960934,64.2787,41.826,93.1837
1769277961448,43.9947,44.2158,56.8635
1769277961973,63.5013,96.833,91.1728
1769277962475,7.16469,61.9802,53.7695
1769277962980,28.0878,91.632,18.2482
1769277963484,18.4863,77.8573,27.0857
1769277963999,94.7411,51.8458,51.2276
1769277964500,66.3414,55.8449,62.1209
1769277965007,15.1437,31.6894,23.1583
1769277965516,22.2954,35.9826,68.2385
1769277966026,20.6812,37.4884,61.4158
1769277966534,11.7962,87.6979,23.3498
1769277967049,33.1715,10.6912,30.0848
1769277967560,13.8221,13.5966,84.3202
1769277968066,13.6265,27.7012,92.4965
1769277968580,29.4115,7.07076,40.1459
1769277969081,89.8023,12.511,75.9891
1769277969582,20.5281,86.2798,47.5296
1769277970101,56.2753,46.463,52.1402
1769277970606,14.3442,6.96003,91.0572
1769277971112,16.6769,85.0531,5.84785
1769277971615,84.098,79.3087,78.7417
1769277972119,74.6976,56.416,24.7165
1769277972633,22.9659,47.2605,52.1289
1769277973146,90.2692,75.5881,60.9905
1769277973657,45.9936,86.9815,21.0063
1769277974168,96.2202,84.5784,80.9342
1769277974677,4.46922,99.7965,18.6407
1769277975183,70.0344,51.2526,70.4858
1769277975690,27.8363,5.41093,68.167
1769277976194,57.797,73.3181,84.7048
1769277976701,13.0705,45.645,79.3675
1769277977210,42.9066,70.7823,46.1472
1769277977720,48.3455,46.3166,56.0506
1769277978230,32.0153,37.2674,38.2705
1769277978740,22.9511,22.6269,37.0868
1769277979249,67.5399,29.5406,96.2007
1769277979761,77.0587,59.8732,41.8292
1769277980272,55.2959,67.421,70.3554
1769277980784,17.5167,47.6705,64.3507
1769277981295,17.5957,92.6728,41.7661
1769277981805,84.6789,11.9544,97.9095
1769277982315,92.6492,20.0214,1.69731
1769277982827,92.8743,2.81466,24.1937
1769277983336,34.1823,35.2778,31.8369
1769277983847,85.7921,76.204,37.9722
1769277984356,41.8987,53.0167,10.5592
1769277984864,25.7373,65.9187,44.5327
1769277985375,19.7255,84.7953,91.2801
1769277985885,0.14047,64.5018,27.6282
1769277986396,49.5905,20.0044,87.3193
1769277986909,49.5488,43.1082,71.46
1769277987420,51.0274,10.3792,71.6693
1769277987932,41.0139,40.9717,81.818
1769277988447,46.3981,44.3248,20.4889
1769277988959,38.8428,60.5452,84.3523
1769277989471,77.1662,73.6568,40.8001
1769277989984,6.78387,99.5193,21.5198
1769277990497,66.2808,43.9569,13.5974
1769277991006,77.3793,48.1125,2.61568
1769277991518,59.3503,88.3869,45.0131
1769277992029,9.59968,48.9641,96.8578
1769277992537,50.2504,12.2,74.0477
1769277993046,63.1183,17.2496,94.6995
1769277993557,88.3529,80.9067,13.6054
1769277994068,36.1984,43.0697,92.5161
1769277994578,65.135,10.4321,52.4434
1769277995090,50.7182,91.542,3.61153
1769277995601,96.389,77.5582,53.1421
1769277996112,29.2129,22.8839,63.2512
1769277996622,4.69491,88.5659,21.8426
1769277997134,26.1447,61.3845,34.3566
1769277997646,67.3766,32.9942,1.19638
1769277998158,97.9444,24.2582,92.8121
1769277998665,32.6833,72.3234,56.473
1769277999177,37.1856,63.2918,71.544
1769277999689,33.4472,36.4483,76.5558
1769278000200,38.9664,60.5521,77.2403
1769278000711,0.080502,37.2002,56.5057
1769278001221,66.5499,99.0192,51.3141
1769278001732,93.6895,82.1783,28.7253
1769278002245,5.82749,15.6025,5.91833
1769278002758,48.3468,18.7679,67.7663
1769278003272,6.91447,86.1245,15.3027
1769278003784,62.7379,6.18908,98.4604
1769278004296,57.5567,33.4801,1.77881
1769278004803,79.8133,90.7247,49.0265
1769278005309,98.8514,98.6084,41.7395
1769278005819,26.7117,86.2432,57.7646
1769278006327,6.57107,76.2294,77.2999
1769278006836,8.49209,43.2649,22.1169
1769278007348,50.0885,73.5709,54.3822
1769278007856,67.1373,45.3934,78.7689
1769278008361,17.463,98.1468,52.5254
1769278008871,13.1279,89.9235,52.1444
1769278009383,36.4485,2.8712,87.8324
1769278009893,65.6142,59.5411,1.16239
1769278010400,0.467795,71.7715,62.2702
1769278010909,48.7601,99.3552,78.2947
1769278011420,3.61689,60.5904,49.8908
1769278011933,25.8388,99.4987,37.5048
1769278012442,73.1337,86.9838,26.216
1769278012951,87.7159,35.9433,13.239
1769278013460,70.4491,11.3976,10.7484
1769278013968,92.2961,82.7179,71.4354
1769278014476,33.2932,39.8683,83.6351
1769278014986,9.29775,84.7869,44.8396
1769278015496,59.3149,40.9499,53.556
1769278016005,26.6718,0.450617,30.3403
1769278016516,91.1298,17.9667,30.552
1769278017026,61.8103,50.5764,24.3079
1769278017532,25.7337,1.24809,72.8976
1769278018039,50.1153,77.249,8.27926
1769278018544,3.12363,94.5171,15.1151
1769278019051,29.3817,66.8813,55.6174
1769278019559,45.5115,75.7185,46.5104
1769278020068,26.5671,40.7587,30.6266
1769278020578,78.0493,42.5554,11.3979
1769278021090,76.9988,99.7639,81.6289
1769278021601,42.9308,48.3127,65.6612
1769278022111,70.5027,42.0578,61.0002
1769278022623,78.815,46.6703,5.23196
1769278023135,53.0566,32.8223,20.2934
1769278023648,26.2446,36.9577,6.67439
1769278024157,66.6105,16.286,98.6078
1769278024660,98.3994,53.5457,30.5383
1769278025170,0.0493228,97.4671,89.7953
1769278025677,87.9336,21.9929,23.8309
1769278026183,54.2591,43.1017,57.133
1769278026689,23.8442,78.1893,37.691
1769278027197,0.838894,57.8468,76.6444
1769278027707,60.0247,41.6298,4.1749
1769278028217,34.2523,6.67121,84.3665
1769278028726,50.1596,84.0685,68.731
1769278029234,12.4792,4.71762,5.14212
1769278029745,0.903887,21.9287,67.752
1769278030253,43.4608,53.971,11.8294
1769278030763,78.565,90.6819,63.2368
1769278031273,41.9225,72.1823,89.6871
1769278031780,89.4886,21.8338,10.2241
1769278032294,64.0301,40.6765,46.3626
1769278032807,72.2398,72.0452,11.2313
1769278033317,4.16474,42.3279,19.139
1769278033830,84.7213,40.2841,44.0038
1769278034338,14.0637,55.0372,58.8333
1769278034844,94.8215,29.8366,17.3609
1769278035352,93.4819,39.6077,56.9525
1769278035861,65.3602,79.9683,55.0818
1769278036369,47.4503,28.8364,86.0751
1769278036881,92.4283,47.2404,94.356
1769278037388,62.5187,80.7129,21.7347
1769278037899,84.3088,56.7358,28.0193
1769278038411,1.51688,12.0192,90.2587
1769278038924,97.9238,42.7907,72.7137
1769278039433,88.2872,25.7785,30.7769
1769278039945,99.6624,85.9676,22.8948
1769278040454,65.7254,96.3693,42.2065
1769278040965,65.8258,47.5255,3.23204
1769278041473,40.3353,74.3884,77.1117
1769278041975,63.7491,72.4818,27.912
1769278042480,89.2422,19.8132,20.4219
1769278042984,20.1487,86.816,56.5961
1769278043487,73.8036,90.888,90.0879
1769278044003,63.9313,96.1905,66.7312
1769278044517,27.972,32.7304,74.8707
1769278045021,60.2638,29.3453,25.934
1769278045535,92.3739,84.8247,16.0861
1769278046044,87.8612,4.29453,28.8752
1769278046551,62.3697,50.4168,86.8963
1769278047052,80.8925,71.9883,70.0265
1769278047555,49.5792,74.3091,56.7976
1769278048066,46.7571,67.2664,49.1946
1769278048577,2.80439,51.2414,87.6206
1769278049087,15.3147,43.7503,55.7341
1769278049597,13.0426,36.7516,99.9117
1769278050104,46.2344,3.35315,20.3778
1769278050605,68.5729,61.4843,41.3344
1769278051117,27.9107,38.1812,79.3557
1769278051621,18.2668,0.288713,56.5874
1769278052132,44.7819,69.7672,93.5337
1769278052633,30.014,59.602,48.7029
1769278053138,44.4053,5.30377,8.64921
1769278053645,87.478,99.3022,12.4412
1769278054153,14.2844,91.3191,59.9114
1769278054653,10.8704,39.8797,84.8473
1769278055162,58.8012,68.7612,65.0108
1769278055663,77.1234,34.7507,15.7935
1769278056170,97.9562,95.7528,78.1695
1769278056679,16.7411,4.70353,97.3125
1769278057188,1.2094,90.0083,96.6764
1769278057688,36.4599,93.0714,77.2984
1769278058202,59.5508,84.0054,89.0012
1769278058710,96.4966,17.0497,82.4945
1769278059220,4.52191,49.3661,17.4004
1769278059730,35.9414,52.0279,17.7125
1769278060241,75.1067,55.6137,50.6596
1769278060752,65.3428,64.1659,76.4242
1769278061269,77.5542,37.6459,66.3153
1769278061782,6.70862,48.2242,98.1732
1769278062292,84.4696,77.6952,88.0353
1769278062808,94.0793,5.54664,83.9736
1769278063315,29.0089,13.2704,72.8476
1769278063817,68.5069,71.9838,38.1753
1769278064331,68.2406,64.9068,30.0691
1769278064842,81.6132,18.5851,20.9733
1769278065353,72.475,43.4343,68.0019
1769278065864,59.7392,40.6769,32.1054
1769278066375,2.00127,96.0791,54.3899
1769278066886,77.2117,62.8601,60.1775
1769278067397,36.7423,11.5706,68.4885
1769278067910,77.8968,95.935,39.8761
1769278068426,35.305,99.549,78.9835
1769278068935,13.2028,11.7226,48.1181
1769278069447,96.7382,72.8588,47.4827
1769278069959,44.4164,28.977,92.1168
1769278070469,71.8867,90.6997,41.4416
1769278070981,67.4069,79.8585,97.3762
1769278071492,1.41132,82.0174,36.7892
1769278072002,67.6838,66.0665,76.4225
1769278072514,5.66322,33.322,89.3097
1769278073024,8.10463,52.3701,46.1131
1769278073536,77.3375,8.13851,50.1582
1769278074048,46.869,33.3165,12.4226
1769278074557,2.68685,33.4992,22.9722
1769278075068,82.2755,87.7343,68.855
1769278075578,31.8717,57.9674,72.145
1769278076089,72.5757,93.826,57.8833
1769278076599,37.0604,95.5522,5.8329
1769278077110,6.55085,66.7363,29.5796
1769278077621,94.5654,35.6448,13.6727
1769278078133,53.4095,50.1028,89.4312
1769278078645,94.915,45.771,71.9237
1769278079158,14.2699,66.2112,72.402
1769278079671,56.9066,96.2618,35.6306
1769278080182,60.8263,57.3641,55.1836
1769278080693,5.58376,4.56451,91.9524
1769278081205,39.0911,9.51569,0.754994
1769278081717,45.1452,7.35794,90.5849
1769278082229,78.884,14.8213,41.9279
1769278082742,92.8959,9.85769,42.0184
1769278083251,2.00418,93.2838,29.8881
1769278083761,34.9698,77.5331,26.3837
1769278084272,62.157,48.3964,55.3685
1769278084782,19.7134,48.6697,63.2311
1769278085292,65.7104,94.7143,5.3166
1769278085801,6.13396,48.8646,8.18186
1769278086312,41.3316,47.6588,64.4206
1769278086824,93.0442,79.5426,51.3522
1769278087334,14.4877,64.4794,83.0111
1769278087843,45.2898,39.3007,41.3088
1769278088350,0.84163,15.7098,66.1473
1769278088856,48.4706,87.1986,0.63405
1769278089363,29.7994,95.1956,60.2663
1769278089870,70.9933,78.7603,61.8264
1769278090378,45.7243,29.1301,26.7592
1769278090888,83.7775,35.3473,0.113517
1769278091401,4.4809,26.164,38.4382
1769278091915,39.1722,20.1256,94.4624
1769278092427,52.5115,50.5323,8.96675
1769278092936,79.3339,85.8508,26.6131
1769278093438,43.2644,53.2692,38.0046
1769278093950,68.5243,9.21828,6.32622
1769278094461,22.7073,8.9032,8.03241
1769278094975,46.0975,28.2905,29.9738
1769278095488,98.0166,38.5218,40.0234
1769278096002,75.4036,78.0604,8.69781
1769278096514,53.0481,79.4342,24.8514
1769278097026,63.5469,85.8599,88.224
1769278097538,72.0577,48.557,38.3019
1769278098050,74.2703,77.2208,95.2993
1769278098560,1.97964,90.563,82.6049
1769278099073,48.2268,17.9,0.258416
1769278099585,67.9965,61.2417,8.26554
1769278100100,48.651,87.8893,56.86
1769278100610,20.2389,86.6311,49.0926
1769278101122,31.5116,76.585,3.26208
1769278101633,26.0615,26.6699,58.8894
1769278102145,44.5568,68.5933,89.2288
1769278102656,59.2791,9.12335,9.00744
1769278103165,17.171,43.7176,93.0211
1769278103674,43.9815,16.1501,24.9772
1769278104180,54.5655,44.5648,17.0732
1769278104690,84.8085,67.0256,14.1342
1769278105203,90.3812,91.06,90.4856
1769278105717,65.9775,73.2134,2.11645
1769278106229,57.0088,15.5455,76.3306
1769278106742,86.9663,91.0558,67.6171
1769278107254,54.3045,45.3992,8.75949
1769278107763,82.6558,17.1932,74.4498
1769278108276,85.8636,45.5828,80.577
1769278108788,43.3599,31.665,32.3547
1769278109301,45.3481,77.3736,37.7284
1769278109814,88.0124,21.8936,36.6003
1769278110325,13.3423,61.1114,66.4505
1769278110838,11.4606,27.9362,60.4449
1769278111352,85.7683,79.7626,27.2717
1769278111863,2.66662,54.7577,92.4533
1769278112373,58.3742,57.0942,23.7137
1769278112884,16.5845,34.1266,14.2481
1769278113393,20.2092,36.7722,47.853
1769278113907,16.779,92.0523,0.820428
1769278114417,30.6796,75.8793,92.9516
1769278114930,87.1609,63.0356,48.2738
1769278115442,9.06163,19.5256,6.94104
1769278115953,95.7117,73.9158,77.854
1769278116465,45.9539,2.6954,58.2101
1769278116979,80.096,98.8067,22.3265
1769278117489,22.9602,85.6345,0.536358
1769278118002,36.8005,75.4872,66.4664
1769278118514,20.3226,98.8495,89.3734
1769278119027,2.97584,30.2699,22.4148
1769278119540,72.8597,8.92584,45.465
1769278120051,38.1405,40.2022,1.06318
1769278120564,3.34079,32.3954,48.5269
1769278121076,22.7017,78.0775,25.8597
1769278121585,23.5355,28.929,69.8815
1769278122094,33.8038,36.5781,86.7453
1769278122605,20.1914,3.19808,92.5031
1769278123119,28.4565,3.68269,37.5563
1769278123628,48.3268,11.9823,92.9034
1769278124140,63.7434,11.2764,1.17915
1769278124649,90.8681,93.0073,97.8893
1769278125160,71.2069,63.1213,13.6879
1769278125666,47.8552,49.2281,15.8033
1769278126177,30.6762,61.1607,96.3033
1769278126677,68.4013,59.3774,35.7081
1769278127193,5.75429,70.7024,99.545
1769278127709,40.7796,28.5481,9.60497
1769278128220,39.0432,20.3506,95.6283
1769278128733,39.4503,93.8388,23.2983
1769278129244,12.9695,20.6911,84.088
1769278129759,40.93,2.61203,68.8095
1769278130260,9.20088,33.803,80.2435
1769278130762,50.621,66.259,47.8038
1769278131269,56.1379,28.4999,38.7741
1769278131782,33.9228,52.1473,48.681
1769278132295,76.2114,28.548,50.8438
1769278132805,72.3074,18.1357,70.5139
1769278133310,83.5148,41.8586,16.5314
1769278133814,81.9658,44.9774,85.0875
1769278134324,37.9114,63.6732,27.0215
1769278134825,75.7283,21.9233,34.0473
1769278135327,23.5989,5.93596,66.111
1769278135839,18.3822,7.27785,36.9125
1769278136342,46.91,29.4487,70.0898
1769278136846,86.5319,65.4817,11.4017
1769278137360,90.1669,21.0684,17.0373
1769278137868,17.1113,25.9925,29.9876
1769278138370,97.7037,70.3368,87.3285
1769278138876,73.4075,68.6718,94.8021
1769278139385,47.5659,90.6937,25.9193
1769278139892,91.7079,16.1673,63.0555
1769278140402,82.5896,12.1777,45.7505
1769278140916,35.2052,32.1767,17.4203
1769278141432,22.0582,29.3696,61.9451
1769278141934,80.2189,63.7121,51.2134
1769278142448,5.18377,13.1727,92.6627
1769278142957,40.503,44.3295,97.8912
1769278143466,78.0083,39.9282,89.2266
1769278143980,7.29339,93.577,22.8326
1769278144490,46.6543,96.5514,74.445
1769278145000,3.72537,87.1245,21.3615
1769278145514,84.5527,62.5322,81.7578
1769278146025,23.9836,11.9189,65.7081
1769278146533,51.1431,84.0711,72.7647
1769278147043,56.7453,19.565,23.8726
1769278147543,5.93529,96.9401,53.289
1769278148045,27.911,42.3795,16.3695
1769278148556,39.1898,53.4014,26.7067
1769278149068,68.1071,74.9643,34.7971
1769278149579,11.1849,49.67,13.8426
1769278150084,80.1031,30.9663,34.6805
1769278150593,14.6753,32.3163,55.4926
1769278151109,91.0975,86.6779,7.93804
1769278151611,30.4843,21.2457,64.7755
1769278152114,61.9388,5.22866,72.5101
1769278152625,0.613463,38.6019,89.2454
1769278153139,70.6029,70.7271,0.0865519
1769278153649,35.7015,43.0106,32.1299
1769278154159,69.3683,51.5697,62.3261
1769278154672,32.3684,33.1446,60.8581
1769278155174,13.4426,54.482,50.9224
1769278155689,80.2071,52.651,13.5151
1769278156204,90.7027,91.3995,27.8936
1769278156713,15.9007,46.4934,96.9546
1769278157215,70.0657,36.1177,68.0966
1769278157725,8.31025,92.9534,76.6951
1769278158233,92.4305,18.9547,80.5019
1769278158748,55.0986,1.7135,47.4517
1769278159258,81.1881,23.7796,91.4916
1769278159768,76.7102,28.4468,11.8225
1769278160282,56.3841,96.0165,77.2828
1769278160790,22.0553,17.3813,57.2734
1769278161291,32.9603,0.176358,48.9081
1769278161801,62.7828,89.4512,82.0298
1769278162311,29.9719,33.5643,38.6856
1769278162821,47.348,26.8271,2.64885
1769278163334,72.0835,15.9951,51.3109
1769278163846,29.6695,71.1348,23.4348
1769278164353,4.42864,10.8514,84.5578
1769278164868,83.9928,57.8571,66.3549
1769278165379,68.869,42.786,46.2591
1769278165892,98.5974,61.9247,23.6961
1769278166401,55.5217,1.54597,55.556
1769278166912,37.1169,38.8033,13.4142
1769278167426,77.9133,18.4674,98.4625
1769278167937,44.7857,18.4808,69.8034
1769278168450,61.6336,23.8422,10.2103
1769278168961,93.2699,44.6459,85.0534
1769278169473,69.5483,37.3107,93.8501
1769278169984,57.3784,14.0568,66.3641
1769278170494,25.6032,24.2146,81.8319
1769278171004,6.17871,23.7135,65.1792
1769278171513,54.5165,95.9104,36.9288
1769278172024,74.9955,75.8672,48.7025
1769278172534,56.7314,68.9947,46.6881
1769278173046,29.6358,57.9377,56.0946
1769278173557,9.91019,7.95575,91.7179
1769278174068,13.6663,98.2198,67.7387
1769278174581,57.0309,42.8491,23.382
1769278175093,93.5665,77.705,39.081
1769278175601,60.5494,20.7567,74.4254
1769278176112,28.4346,73.4926,8.66336
1769278176623,16.785,15.7749,97.6783
1769278177130,17.4866,43.4457,67.975
1769278177642,97.531,26.9781,89.8717
1769278178154,50.82,86.2154,31.7738
1769278178666,39.9848,22.6652,65.2353
1769278179175,41.4799,27.6562,30.7207
1769278179688,93.4081,59.3951,49.0437
1769278180197,30.4916,57.7246,56.5697
1769278180710,16.2944,86.2712,23.9899
1769278181222,45.5297,64.0557,61.5823
1769278181734,32.4156,64.2801,98.8308
1769278182243,70.755,28.064,95.1271
1769278182754,7.64621,81.2448,36.8754
1769278183269,47.8932,37.7856,21.4109
1769278183782,49.5437,14.072,70.9216
1769278184293,71.4258,4.88033,97.2955
1769278184805,28.7488,50.5409,39.3373
1769278185313,87.5002,16.8247,9.21327
1769278185823,16.2376,68.5815,84.7905
1769278186335,47.7588,0.674325,70.0298
1769278186845,96.9579,24.2909,56.3854
1769278187354,61.8843,49.0215,73.2253
1769278187865,72.8609,35.007,11.1853
1769278188374,96.0467,12.5945,78.8117
1769278188886,67.9809,70.914,11.3592
1769278189398,36.1231,13.3953,59.0635
1769278189910,46.2105,97.155,37.0164
1769278190420,11.5063,74.0669,96.7412
1769278190931,70.2546,11.7897,27.1438
1769278191442,8.31441,58.2353,80.6478
1769278191954,17.1596,14.4436,51.8724
1769278192465,69.7187,48.5185,47.8322
1769278192975,76.4105,53.0138,91.2627
1769278193486,67.146,74.5047,50.2035
1769278193997,58.5398,1.42249,65.6459
1769278194508,47.4317,24.6551,81.3508
1769278195020,91.0969,16.001,90.4098
1769278195531,25.0907,47.1018,31.9606
1769278196043,44.382,55.5137,52.9473
1769278196553,6.8184,82.7503,64.1796
1769278197061,56.1228,44.479,85.6393
1769278197573,27.6074,62.4139,2.03372
1769278198085,15.7646,96.8098,36.4334
1769278198597,16.0261,34.8419,84.2462
1769278199105,72.5731,63.1981,54.7041
1769278199613,53.1901,36.6525,6.5474
1769278200124,9.02654,87.8877,81.7996
1769278200635,43.0367,5.63756,56.6835
1769278201148,61.1152,16.3902,49.1852
1769278201657,82.6161,26.7704,67.1479
